instant;date;time;hr;weekdays;month;cnt;t1;t2;hum;wind_speed;weather_code;is_holiday;is_weekend;season
13139;07.07.2016;22:00:00;22;Donnerstag;07;413;19;19;68;17;1;0;0;1
13140;07.07.2016;23:00:00;23;Donnerstag;07;215;19;19;68;16;1;0;0;1
13141;08.07.2016;00:00:00;00;Freitag;07;96;18.5;18.5;70.5;12;1;0;0;1
13142;08.07.2016;01:00:00;01;Freitag;07;171;18;18;73;16;1;0;0;1
13143;08.07.2016;02:00:00;02;Freitag;07;132;17;17;77;13;1;0;0;1
13144;08.07.2016;03:00:00;03;Freitag;07;93;17;17;75;13;1;0;0;1
13145;08.07.2016;04:00:00;04;Freitag;07;73;16;16;83;13;1;0;0;1
13146;08.07.2016;05:00:00;05;Freitag;07;147;16;16;83;13;2;0;0;1
13147;08.07.2016;06:00:00;06;Freitag;07;677;16.5;16.5;80;18.5;2;0;0;1
13148;08.07.2016;07:00:00;07;Freitag;07;2186;17.5;17.5;77.5;22;2;0;0;1
13149;08.07.2016;08:00:00;08;Freitag;07;4186;18.5;18.5;75.5;21;2;0;0;1
13150;08.07.2016;09:00:00;09;Freitag;07;2336;19;19;68;27;3;0;0;1
13151;08.07.2016;10:00:00;10;Freitag;07;1202;19;19;73;29;3;0;0;1
13152;08.07.2016;11:00:00;11;Freitag;07;1329;20.5;20.5;66.5;28;3;0;0;1
13153;08.07.2016;12:00:00;12;Freitag;07;1606;21.5;21.5;62.5;30;2;0;0;1
13154;08.07.2016;13:00:00;13;Freitag;07;1842;23;23;57;30.5;2;0;0;1
13155;08.07.2016;14:00:00;14;Freitag;07;1697;23;23;55;31.5;2;0;0;1
13156;08.07.2016;15:00:00;15;Freitag;07;1877;23;23;51.5;32.5;2;0;0;1
13157;08.07.2016;16:00:00;16;Freitag;07;2636;23;23;53;30;2;0;0;1
13158;08.07.2016;17:00:00;17;Freitag;07;3987;22;22;53;32.5;2;0;0;1
13159;08.07.2016;18:00:00;18;Freitag;07;3452;22;22;53;29;1;0;0;1
13160;08.07.2016;19:00:00;19;Freitag;07;2164;21.5;21.5;55;27;1;0;0;1
13161;08.07.2016;20:00:00;20;Freitag;07;1573;20.5;20.5;58.5;26;2;0;0;1
13162;08.07.2016;21:00:00;21;Freitag;07;1247;20;20;60;22;2;0;0;1
13163;08.07.2016;22:00:00;22;Freitag;07;1268;19;19;64;20;2;0;0;1
13164;08.07.2016;23:00:00;23;Freitag;07;865;19;19;64;18.5;1;0;0;1
13165;09.07.2016;00:00:00;00;Samstag;07;650;18;18;68;16;1;0;1;1
13166;09.07.2016;01:00:00;01;Samstag;07;595;18;18;68;15;1;0;1;1
13167;09.07.2016;02:00:00;02;Samstag;07;358;18;18;68;14;1;0;1;1
13168;09.07.2016;03:00:00;03;Samstag;07;219;17;17;73;12;1;0;1;1
13169;09.07.2016;04:00:00;04;Samstag;07;148;17;17;73;13;1;0;1;1
13170;09.07.2016;05:00:00;05;Samstag;07;125;17;17;73;9;1;0;1;1
13171;09.07.2016;06:00:00;06;Samstag;07;155;17.5;17.5;75;7;1;0;1;1
13172;09.07.2016;07:00:00;07;Samstag;07;335;19;19;73;17;3;0;1;1
13173;09.07.2016;08:00:00;08;Samstag;07;617;19;19;66;18;3;0;1;1
13174;09.07.2016;09:00:00;09;Samstag;07;1079;19.5;19.5;66;19;3;0;1;1
13175;09.07.2016;10:00:00;10;Samstag;07;1596;21.5;21.5;64.5;19.5;2;0;1;1
13176;09.07.2016;11:00:00;11;Samstag;07;2243;23.5;23.5;57.5;28;2;0;1;1
13177;09.07.2016;12:00:00;12;Samstag;07;2619;24;24;57;27.5;2;0;1;1
13178;09.07.2016;13:00:00;13;Samstag;07;2732;23;23;61;29;3;0;1;1
13179;09.07.2016;14:00:00;14;Samstag;07;2983;23;23;61;28;2;0;1;1
13180;09.07.2016;15:00:00;15;Samstag;07;3031;22.5;22.5;63;27;2;0;1;1
13181;09.07.2016;16:00:00;16;Samstag;07;2927;22;22;63;22;1;0;1;1
13182;09.07.2016;17:00:00;17;Samstag;07;2637;22;22;65;23;1;0;1;1
13183;09.07.2016;18:00:00;18;Samstag;07;2437;21.5;21.5;67;21.5;1;0;1;1
13184;09.07.2016;19:00:00;19;Samstag;07;2026;21;21;69;20.5;1;0;1;1
13185;09.07.2016;20:00:00;20;Samstag;07;1545;20.5;20.5;71;21;1;0;1;1
13186;09.07.2016;21:00:00;21;Samstag;07;1197;20;20;73;21;1;0;1;1
13187;09.07.2016;22:00:00;22;Samstag;07;816;19.5;19.5;75.5;24;1;0;1;1
13188;09.07.2016;23:00:00;23;Samstag;07;898;19;19;75.5;22;1;0;1;1
13189;10.07.2016;00:00:00;00;Sonntag;07;716;19;19;73;19.5;1;0;1;1
13190;10.07.2016;01:00:00;01;Sonntag;07;525;19;19;73;17;1;0;1;1
13191;10.07.2016;02:00:00;02;Sonntag;07;462;18;18;80.5;17;1;0;1;1
13192;10.07.2016;03:00:00;03;Sonntag;07;302;18;18;83;17;3;0;1;1
13193;10.07.2016;04:00:00;04;Sonntag;07;183;18;18;83;20;3;0;1;1
13194;10.07.2016;05:00:00;05;Sonntag;07;154;18;18;83;17.5;3;0;1;1
13195;10.07.2016;06:00:00;06;Sonntag;07;157;19;19;78;17.5;4;0;1;1
13196;10.07.2016;07:00:00;07;Sonntag;07;237;19;19;80.5;20;4;0;1;1
13197;10.07.2016;08:00:00;08;Sonntag;07;438;19;19;80.5;23;4;0;1;1
13198;10.07.2016;09:00:00;09;Sonntag;07;850;19;19;83;20.5;4;0;1;1
13199;10.07.2016;10:00:00;10;Sonntag;07;1230;18.5;18.5;85.5;18;7;0;1;1
13200;10.07.2016;11:00:00;11;Sonntag;07;1459;19.5;19.5;80.5;18.5;7;0;1;1
13201;10.07.2016;12:00:00;12;Sonntag;07;1961;19.5;19.5;80.5;23;3;0;1;1
13202;10.07.2016;13:00:00;13;Sonntag;07;2245;20;20;78;24;3;0;1;1
13203;10.07.2016;14:00:00;14;Sonntag;07;2099;21;21;66.5;28.5;3;0;1;1
13204;10.07.2016;15:00:00;15;Sonntag;07;2283;22;22;57;30.5;2;0;1;1
13205;10.07.2016;16:00:00;16;Sonntag;07;2463;22.5;22.5;51.5;32.5;2;0;1;1
13206;10.07.2016;17:00:00;17;Sonntag;07;2774;22;22;51.5;31.5;2;0;1;1
13207;10.07.2016;18:00:00;18;Sonntag;07;2728;21.5;21.5;53.5;29.5;2;0;1;1
13208;10.07.2016;19:00:00;19;Sonntag;07;2141;21;21;55;30.5;2;0;1;1
13209;10.07.2016;20:00:00;20;Sonntag;07;1209;19;19;64;22;2;0;1;1
13210;10.07.2016;21:00:00;21;Sonntag;07;756;18.5;18.5;70.5;21;2;0;1;1
13211;10.07.2016;22:00:00;22;Sonntag;07;1068;18;18;70.5;20;2;0;1;1
13212;10.07.2016;23:00:00;23;Sonntag;07;695;17;17;73;24;2;0;1;1
13213;11.07.2016;00:00:00;00;Montag;07;317;17;17;73;20;2;0;0;1
13214;11.07.2016;01:00:00;01;Montag;07;220;17;17;73;20;4;0;0;1
13215;11.07.2016;02:00:00;02;Montag;07;88;17;17;73;18;4;0;0;1
13216;11.07.2016;03:00:00;03;Montag;07;65;17;17;77;21;4;0;0;1
13217;11.07.2016;04:00:00;04;Montag;07;62;17;17;77;19.5;4;0;0;1
13218;11.07.2016;05:00:00;05;Montag;07;157;17;17;77;19;3;0;0;1
13219;11.07.2016;06:00:00;06;Montag;07;648;17.5;17.5;70.5;24;3;0;0;1
13220;11.07.2016;07:00:00;07;Montag;07;2231;17.5;17.5;70.5;27;3;0;0;1
13221;11.07.2016;08:00:00;08;Montag;07;4246;18.5;18.5;66;28;3;0;0;1
13222;11.07.2016;09:00:00;09;Montag;07;2238;19;19;64;30.5;3;0;0;1
13223;11.07.2016;10:00:00;10;Montag;07;1084;19;19;64;29;3;0;0;1
13224;11.07.2016;11:00:00;11;Montag;07;923;19.5;19.5;64;29;3;0;0;1
13225;11.07.2016;12:00:00;12;Montag;07;1359;20.5;20.5;62;23;3;0;0;1
13226;11.07.2016;13:00:00;13;Montag;07;1428;21;21;60;27;7;0;0;1
13227;11.07.2016;14:00:00;14;Montag;07;981;19;19;78;23.5;7;0;0;1
13228;11.07.2016;15:00:00;15;Montag;07;1086;18;18;83;20;7;0;0;1
13229;11.07.2016;16:00:00;16;Montag;07;1547;19;19;78;23;2;0;0;1
13230;11.07.2016;17:00:00;17;Montag;07;3617;18;18;78;22;7;0;0;1
13231;11.07.2016;18:00:00;18;Montag;07;3932;18.5;18.5;75.5;21;2;0;0;1
13232;11.07.2016;19:00:00;19;Montag;07;2449;18;18;78;19.5;2;0;0;1
13233;11.07.2016;20:00:00;20;Montag;07;1526;18;18;78;18;2;0;0;1
13234;11.07.2016;21:00:00;21;Montag;07;1115;17.5;17.5;80.5;16;1;0;0;1
13235;11.07.2016;22:00:00;22;Montag;07;712;16.5;16.5;85.5;17;2;0;0;1
13236;11.07.2016;23:00:00;23;Montag;07;389;16;16;83;13;1;0;0;1
13237;12.07.2016;00:00:00;00;Dienstag;07;212;15.5;15.5;85.5;15;1;0;0;1
13238;12.07.2016;01:00:00;01;Dienstag;07;131;15.5;15.5;79.5;15;1;0;0;1
13239;12.07.2016;02:00:00;02;Dienstag;07;95;15;15;82;11;1;0;0;1
13240;12.07.2016;03:00:00;03;Dienstag;07;54;14.5;14.5;85;12;1;0;0;1
13241;12.07.2016;04:00:00;04;Dienstag;07;45;14.5;14.5;79.5;11;3;0;0;1
13242;12.07.2016;05:00:00;05;Dienstag;07;178;14;14;82;12;1;0;0;1
13243;12.07.2016;06:00:00;06;Dienstag;07;886;14.5;14.5;79.5;15;1;0;0;1
13244;12.07.2016;07:00:00;07;Dienstag;07;2632;15.5;15.5;74.5;13;2;0;0;1
13245;12.07.2016;08:00:00;08;Dienstag;07;4926;16.5;16.5;68;15;2;0;0;1
13246;12.07.2016;09:00:00;09;Dienstag;07;2429;17.5;17.5;64;19;2;0;0;1
13247;12.07.2016;10:00:00;10;Dienstag;07;1279;18;18;62;19.5;2;0;0;1
13248;12.07.2016;11:00:00;11;Dienstag;07;1142;19;19;58;18.5;2;0;0;1
13249;12.07.2016;12:00:00;12;Dienstag;07;692;17;17;68.5;24;7;0;0;1
13250;12.07.2016;13:00:00;13;Dienstag;07;728;16;16;83;14;3;0;0;1
13251;12.07.2016;14:00:00;14;Dienstag;07;673;16;16;80;18.5;7;0;0;1
13252;12.07.2016;15:00:00;15;Dienstag;07;395;16;16;85.5;18;7;0;0;1
13253;12.07.2016;16:00:00;16;Dienstag;07;864;15;15;88;19;7;0;0;1
13254;12.07.2016;17:00:00;17;Dienstag;07;3110;15.5;15.5;85.5;13;7;0;0;1
13255;12.07.2016;18:00:00;18;Dienstag;07;3558;16.5;16.5;80;15;2;0;0;1
13256;12.07.2016;19:00:00;19;Dienstag;07;2381;16;16;77;17;2;0;0;1
13257;12.07.2016;20:00:00;20;Dienstag;07;1457;15;15;82;17;2;0;0;1
13258;12.07.2016;21:00:00;21;Dienstag;07;939;15;15;82;15;7;0;0;1
13259;12.07.2016;22:00:00;22;Dienstag;07;646;15;15;82;11;7;0;0;1
13260;12.07.2016;23:00:00;23;Dienstag;07;417;14;14;91;12;7;0;0;1
13261;13.07.2016;00:00:00;00;Mittwoch;07;186;14;14;85;14;7;0;0;1
13262;13.07.2016;01:00:00;01;Mittwoch;07;104;13;13;94;9;7;0;0;1
13263;13.07.2016;02:00:00;02;Mittwoch;07;56;13;13;94;14;7;0;0;1
13264;13.07.2016;03:00:00;03;Mittwoch;07;56;12;12;94;12;7;0;0;1
13265;13.07.2016;04:00:00;04;Mittwoch;07;35;13;13;88;9;7;0;0;1
13266;13.07.2016;05:00:00;05;Mittwoch;07;151;13;13;88;12;7;0;0;1
13267;13.07.2016;06:00:00;06;Mittwoch;07;761;13;13;85;15;1;0;0;1
13268;13.07.2016;07:00:00;07;Mittwoch;07;2489;13.5;13.5;79.5;16;2;0;0;1
13269;13.07.2016;08:00:00;08;Mittwoch;07;4698;14.5;14.5;77;17;2;0;0;1
13270;13.07.2016;09:00:00;09;Mittwoch;07;2399;15.5;15.5;70;17;2;0;0;1
13271;13.07.2016;10:00:00;10;Mittwoch;07;1210;16.5;16.5;61;15;2;0;0;1
13272;13.07.2016;11:00:00;11;Mittwoch;07;1222;17.5;17.5;57.5;18;2;0;0;1
13273;13.07.2016;12:00:00;12;Mittwoch;07;1464;18;18;50.5;16;2;0;0;1
13274;13.07.2016;13:00:00;13;Mittwoch;07;1290;17.5;17.5;60;23.5;7;0;0;1
13275;13.07.2016;14:00:00;14;Mittwoch;07;1346;15.5;15.5;70;16.5;7;0;0;1
13276;13.07.2016;15:00:00;15;Mittwoch;07;1505;17;17;62;15.5;7;0;0;1
13277;13.07.2016;16:00:00;16;Mittwoch;07;1982;19;19;49;15;1;0;0;1
13278;13.07.2016;17:00:00;17;Mittwoch;07;3858;16.5;16.5;64;22;2;0;0;1
13279;13.07.2016;18:00:00;18;Mittwoch;07;4104;17;17;56;16;2;0;0;1
13280;13.07.2016;19:00:00;19;Mittwoch;07;2578;17;17;59;16;1;0;0;1
13281;13.07.2016;20:00:00;20;Mittwoch;07;1582;17;17;57.5;16;1;0;0;1
13282;13.07.2016;21:00:00;21;Mittwoch;07;1165;16.5;16.5;63.5;13;1;0;0;1
13283;13.07.2016;22:00:00;22;Mittwoch;07;865;16;16;63;15;1;0;0;1
13284;13.07.2016;23:00:00;23;Mittwoch;07;585;16;16;63;11;1;0;0;1
13285;14.07.2016;00:00:00;00;Donnerstag;07;306;15;15;68;13;1;0;0;1
13286;14.07.2016;01:00:00;01;Donnerstag;07;196;15;15;65.5;11;1;0;0;1
13287;14.07.2016;02:00:00;02;Donnerstag;07;123;15;15;65.5;13;1;0;0;1
13288;14.07.2016;03:00:00;03;Donnerstag;07;85;14.5;14.5;70;12;1;0;0;1
13289;14.07.2016;04:00:00;04;Donnerstag;07;61;13;13;82;14;7;0;0;1
13290;14.07.2016;05:00:00;05;Donnerstag;07;159;13;13;82;11;1;0;0;1
13291;14.07.2016;06:00:00;06;Donnerstag;07;779;13.5;13.5;79.5;15;1;0;0;1
13292;14.07.2016;07:00:00;07;Donnerstag;07;2472;14.5;14.5;74.5;16;2;0;0;1
13293;14.07.2016;08:00:00;08;Donnerstag;07;4691;15;15;72;17;2;0;0;1
13294;14.07.2016;09:00:00;09;Donnerstag;07;2605;15.5;15.5;65.5;14;2;0;0;1
13295;14.07.2016;10:00:00;10;Donnerstag;07;1328;17;17;59;14;2;0;0;1
13296;14.07.2016;11:00:00;11;Donnerstag;07;1407;18;18;54;17;2;0;0;1
13297;14.07.2016;12:00:00;12;Donnerstag;07;1742;19;19;49;16;2;0;0;1
13298;14.07.2016;13:00:00;13;Donnerstag;07;1702;19;19;49;16;2;0;0;1
13299;14.07.2016;14:00:00;14;Donnerstag;07;1725;20;20;46;15;2;0;0;1
13300;14.07.2016;15:00:00;15;Donnerstag;07;1896;20;20;46;16;2;0;0;1
13301;14.07.2016;16:00:00;16;Donnerstag;07;2506;20;20;47.5;17;1;0;0;1
13302;14.07.2016;17:00:00;17;Donnerstag;07;4051;20;20;44.5;15;1;0;0;1
13303;14.07.2016;18:00:00;18;Donnerstag;07;4190;20.5;20.5;44.5;12;1;0;0;1
13304;14.07.2016;19:00:00;19;Donnerstag;07;2777;20.5;20.5;43;14;1;0;0;1
13305;14.07.2016;20:00:00;20;Donnerstag;07;1952;20;20;46;12;1;0;0;1
13306;14.07.2016;21:00:00;21;Donnerstag;07;1389;19;19;52;8;1;0;0;1
13307;14.07.2016;22:00:00;22;Donnerstag;07;1038;18.5;18.5;56;6;1;0;0;1
13308;14.07.2016;23:00:00;23;Donnerstag;07;743;17.5;17.5;57.5;9;1;0;0;1
13309;15.07.2016;00:00:00;00;Freitag;07;438;16;16;68;8;1;0;0;1
13310;15.07.2016;01:00:00;01;Freitag;07;213;16;16;72;10;1;0;0;1
13311;15.07.2016;02:00:00;02;Freitag;07;135;15;15;77;11;1;0;0;1
13312;15.07.2016;03:00:00;03;Freitag;07;94;14;14;82;9;1;0;0;1
13313;15.07.2016;04:00:00;04;Freitag;07;74;13.5;13.5;85;11;1;0;0;1
13314;15.07.2016;05:00:00;05;Freitag;07;139;13;13;88;13;1;0;0;1
13315;15.07.2016;06:00:00;06;Freitag;07;659;13.5;13.5;85;11;1;0;0;1
13316;15.07.2016;07:00:00;07;Freitag;07;2118;15;15;74.5;13;1;0;0;1
13317;15.07.2016;08:00:00;08;Freitag;07;4150;16;16;68;12;1;0;0;1
13318;15.07.2016;09:00:00;09;Freitag;07;2421;17.5;17.5;60;14;1;0;0;1
13319;15.07.2016;10:00:00;10;Freitag;07;1371;19;19;52;16;2;0;0;1
13320;15.07.2016;11:00:00;11;Freitag;07;1447;20;20;47.5;19.5;2;0;0;1
13321;15.07.2016;12:00:00;12;Freitag;07;1790;20;20;47.5;18.5;2;0;0;1
13322;15.07.2016;13:00:00;13;Freitag;07;1893;20;20;49.5;22;2;0;0;1
13323;15.07.2016;14:00:00;14;Freitag;07;1800;20;20;58;20.5;3;0;0;1
13324;15.07.2016;15:00:00;15;Freitag;07;1971;20;20;60;20;3;0;0;1
13325;15.07.2016;16:00:00;16;Freitag;07;2484;19;19;64;24;4;0;0;1
13326;15.07.2016;17:00:00;17;Freitag;07;3748;19;19;68;23;3;0;0;1
13327;15.07.2016;18:00:00;18;Freitag;07;3124;18;18;75.5;22;3;0;0;1
13328;15.07.2016;19:00:00;19;Freitag;07;2142;18;18;78;21;3;0;0;1
13329;15.07.2016;20:00:00;20;Freitag;07;1480;18;18;78;18.5;4;0;0;1
13330;15.07.2016;21:00:00;21;Freitag;07;1058;19;19;75.5;19;4;0;0;1
13331;15.07.2016;22:00:00;22;Freitag;07;898;19;19;78;24;4;0;0;1
13332;15.07.2016;23:00:00;23;Freitag;07;954;19;19;78;21;4;0;0;1
13333;16.07.2016;00:00:00;00;Samstag;07;642;18;18;83;23;4;0;1;1
13334;16.07.2016;01:00:00;01;Samstag;07;532;18;18;83;23;4;0;1;1
13335;16.07.2016;02:00:00;02;Samstag;07;364;18;18;83;17;4;0;1;1
13336;16.07.2016;03:00:00;03;Samstag;07;250;18;18;83;20;4;0;1;1
13337;16.07.2016;04:00:00;04;Samstag;07;158;18;18;83;17;3;0;1;1
13338;16.07.2016;05:00:00;05;Samstag;07;130;18;18;83;21.5;4;0;1;1
13339;16.07.2016;06:00:00;06;Samstag;07;162;18;18;83;20.5;3;0;1;1
13340;16.07.2016;07:00:00;07;Samstag;07;313;18;18;83;18.5;3;0;1;1
13341;16.07.2016;08:00:00;08;Samstag;07;554;18.5;18.5;80.5;19.5;3;0;1;1
13342;16.07.2016;09:00:00;09;Samstag;07;1080;20;20;73;20;3;0;1;1
13343;16.07.2016;10:00:00;10;Samstag;07;1657;21;21;73;22;2;0;1;1
13344;16.07.2016;11:00:00;11;Samstag;07;2258;23;23;65;19;2;0;1;1
13345;16.07.2016;12:00:00;12;Samstag;07;2792;24.5;24.5;59;18.5;2;0;1;1
13346;16.07.2016;13:00:00;13;Samstag;07;3322;25.5;26;57.5;21.5;2;0;1;1
13347;16.07.2016;14:00:00;14;Samstag;07;3401;25.5;25.5;55.5;20.5;2;0;1;1
13348;16.07.2016;15:00:00;15;Samstag;07;3573;26.5;26.5;52.5;21;2;0;1;1
13349;16.07.2016;16:00:00;16;Samstag;07;3382;26;26;54;24;2;0;1;1
13350;16.07.2016;17:00:00;17;Samstag;07;3279;26;26;54;19;2;0;1;1
13351;16.07.2016;18:00:00;18;Samstag;07;2873;25.5;25.5;55.5;25;3;0;1;1
13352;16.07.2016;19:00:00;19;Samstag;07;2333;24.5;24.5;59;23;1;0;1;1
13353;16.07.2016;20:00:00;20;Samstag;07;1889;24;24;61;21.5;1;0;1;1
13354;16.07.2016;21:00:00;21;Samstag;07;1307;22.5;22.5;67;23;1;0;1;1
13355;16.07.2016;22:00:00;22;Samstag;07;1110;21.5;21.5;71;19.5;1;0;1;1
13356;16.07.2016;23:00:00;23;Samstag;07;988;21;21;75.5;18.5;2;0;1;1
13357;17.07.2016;00:00:00;00;Sonntag;07;857;20;20;78;18;2;0;1;1
13358;17.07.2016;01:00:00;01;Sonntag;07;671;20;20;83;14;2;0;1;1
13359;17.07.2016;02:00:00;02;Sonntag;07;474;20;20;83;17;3;0;1;1
13360;17.07.2016;03:00:00;03;Sonntag;07;319;20;20;78;15;4;0;1;1
13361;17.07.2016;04:00:00;04;Sonntag;07;206;19.5;19.5;80.5;17;4;0;1;1
13362;17.07.2016;05:00:00;05;Sonntag;07;174;19.5;19.5;83;13;3;0;1;1
13363;17.07.2016;06:00:00;06;Sonntag;07;182;20;20;83;13;4;0;1;1
13364;17.07.2016;07:00:00;07;Sonntag;07;277;20;20;83;12;3;0;1;1
13365;17.07.2016;08:00:00;08;Sonntag;07;467;21;21;78;14;3;0;1;1
13366;17.07.2016;09:00:00;09;Sonntag;07;1002;22.5;22.5;71;13;2;0;1;1
13367;17.07.2016;10:00:00;10;Sonntag;07;1631;23.5;23.5;67;19;2;0;1;1
13368;17.07.2016;11:00:00;11;Sonntag;07;2185;23.5;23.5;67;18;2;0;1;1
13369;17.07.2016;12:00:00;12;Sonntag;07;2800;25;25;61;21;2;0;1;1
13370;17.07.2016;13:00:00;13;Sonntag;07;2739;25;25;59;19.5;2;0;1;1
13371;17.07.2016;14:00:00;14;Sonntag;07;3011;26;26.5;55.5;21;2;0;1;1
13372;17.07.2016;15:00:00;15;Sonntag;07;3262;26.5;26.5;51;21.5;2;0;1;1
13373;17.07.2016;16:00:00;16;Sonntag;07;3175;27.5;27.5;46.5;27;1;0;1;1
13374;17.07.2016;17:00:00;17;Sonntag;07;3267;26.5;26.5;52.5;24;2;0;1;1
13375;17.07.2016;18:00:00;18;Sonntag;07;3068;26;26;52.5;23;2;0;1;1
13376;17.07.2016;19:00:00;19;Sonntag;07;2599;25.5;25.5;52.5;20;2;0;1;1
13377;17.07.2016;20:00:00;20;Sonntag;07;2089;25;25;54;19;2;0;1;1
13378;17.07.2016;21:00:00;21;Sonntag;07;1566;24;24;61;16;2;0;1;1
13379;17.07.2016;22:00:00;22;Sonntag;07;1050;23;23;65;17.5;1;0;1;1
13380;17.07.2016;23:00:00;23;Sonntag;07;698;22;22;69;16;1;0;1;1
13381;18.07.2016;00:00:00;00;Montag;07;377;21;21;75.5;13;1;0;0;1
13382;18.07.2016;01:00:00;01;Montag;07;238;20;20;80.5;10;1;0;0;1
13383;18.07.2016;02:00:00;02;Montag;07;158;20;20;75.5;10;1;0;0;1
13384;18.07.2016;03:00:00;03;Montag;07;84;19.5;19.5;75.5;6.5;1;0;0;1
13385;18.07.2016;04:00:00;04;Montag;07;70;18;18;88;7;1;0;0;1
13386;18.07.2016;05:00:00;05;Montag;07;186;18;18;88;3;1;0;0;1
13387;18.07.2016;06:00:00;06;Montag;07;740;19;19;75.5;6.5;1;0;0;1
13388;18.07.2016;07:00:00;07;Montag;07;2448;19.5;19.5;71;6.5;1;0;0;1
13389;18.07.2016;08:00:00;08;Montag;07;4449;21;21;64;6;1;0;0;1
13390;18.07.2016;09:00:00;09;Montag;07;2351;22;22;61;5.5;1;0;0;1
13391;18.07.2016;10:00:00;10;Montag;07;1310;23.5;23.5;55.5;7;1;0;0;1
13392;18.07.2016;11:00:00;11;Montag;07;1326;24.5;24.5;48.5;5;1;0;0;1
13393;18.07.2016;12:00:00;12;Montag;07;1692;26.5;26.5;38;7;1;0;0;1
13394;18.07.2016;13:00:00;13;Montag;07;1794;27.5;27;30;5;1;0;0;1
13395;18.07.2016;14:00:00;14;Montag;07;1801;27.5;27;30;6.5;1;0;0;1
13396;18.07.2016;15:00:00;15;Montag;07;2036;28.5;27.5;28.5;3.5;1;0;0;1
13397;18.07.2016;16:00:00;16;Montag;07;2695;29;28;32;6.5;1;0;0;1
13398;18.07.2016;17:00:00;17;Montag;07;5082;29;28;31;9;1;0;0;1
13399;18.07.2016;18:00:00;18;Montag;07;5112;28;28;42;14;1;0;0;1
13400;18.07.2016;19:00:00;19;Montag;07;3253;27;27.5;50;18.5;1;0;0;1
13401;18.07.2016;20:00:00;20;Montag;07;2361;25.5;26;59.5;17;1;0;0;1
13402;18.07.2016;21:00:00;21;Montag;07;1787;24.5;24.5;63;14;1;0;0;1
13403;18.07.2016;22:00:00;22;Montag;07;1149;23;23;69;6.5;1;0;0;1
13404;18.07.2016;23:00:00;23;Montag;07;696;22;22;73;6;1;0;0;1
13405;19.07.2016;00:00:00;00;Dienstag;07;425;21.5;21.5;71;6.5;1;0;0;1
13406;19.07.2016;01:00:00;01;Dienstag;07;276;20;20;75.5;6.5;1;0;0;1
13407;19.07.2016;02:00:00;02;Dienstag;07;184;19;19;85.5;9;1;0;0;1
13408;19.07.2016;03:00:00;03;Dienstag;07;115;18.5;18.5;85.5;7;1;0;0;1
13409;19.07.2016;04:00:00;04;Dienstag;07;74;17;17;88;8;1;0;0;1
13410;19.07.2016;05:00:00;05;Dienstag;07;189;17;17;88;8;1;0;0;1
13411;19.07.2016;06:00:00;06;Dienstag;07;914;18.5;18.5;80.5;10;1;0;0;1
13412;19.07.2016;07:00:00;07;Dienstag;07;2696;20;20;78;11;1;0;0;1
13413;19.07.2016;08:00:00;08;Dienstag;07;4777;22;22;73.5;12;1;0;0;1
13414;19.07.2016;09:00:00;09;Dienstag;07;2549;24.5;24.5;65;11;1;0;0;1
13415;19.07.2016;10:00:00;10;Dienstag;07;1392;28;28.5;51.5;12;1;0;0;1
13416;19.07.2016;11:00:00;11;Dienstag;07;1398;29.5;29.5;45.5;18;1;0;0;1
13417;19.07.2016;12:00:00;12;Dienstag;07;1721;30.5;30.5;43;19;1;0;0;1
13418;19.07.2016;13:00:00;13;Dienstag;07;1855;31;31;40;19;1;0;0;1
13419;19.07.2016;14:00:00;14;Dienstag;07;1907;32;32;38;18;1;0;0;1
13420;19.07.2016;15:00:00;15;Dienstag;07;2053;32;32;37;18.5;1;0;0;1
13421;19.07.2016;16:00:00;16;Dienstag;07;2919;32;32;36;19.5;1;0;0;1
13422;19.07.2016;17:00:00;17;Dienstag;07;5304;31;30.5;39.5;18;1;0;0;1
13423;19.07.2016;18:00:00;18;Dienstag;07;5282;28.5;29.5;51;21;1;0;0;1
13424;19.07.2016;19:00:00;19;Dienstag;07;3443;26.5;27.5;56;20;1;0;0;1
13425;19.07.2016;20:00:00;20;Dienstag;07;2490;25;25;61;18;1;0;0;1
13426;19.07.2016;21:00:00;21;Dienstag;07;1855;23.5;23.5;67;18;1;0;0;1
13427;19.07.2016;22:00:00;22;Dienstag;07;1417;22.5;22.5;71;19.5;1;0;0;1
13428;19.07.2016;23:00:00;23;Dienstag;07;786;21.5;21.5;75.5;19.5;1;0;0;1
13429;20.07.2016;00:00:00;00;Mittwoch;07;514;21;21;78;17;1;0;0;1
13430;20.07.2016;01:00:00;01;Mittwoch;07;284;21.5;21.5;75.5;12;1;0;0;1
13431;20.07.2016;02:00:00;02;Mittwoch;07;144;21;21;78;13;1;0;0;1
13432;20.07.2016;03:00:00;03;Mittwoch;07;85;21;21;78;15;1;0;0;1
13433;20.07.2016;04:00:00;04;Mittwoch;07;97;22;22;73;10.5;1;0;0;1
13434;20.07.2016;05:00:00;05;Mittwoch;07;204;24;24;59;12;2;0;0;1
13435;20.07.2016;06:00:00;06;Mittwoch;07;878;24.5;24.5;59;8.5;1;0;0;1
13436;20.07.2016;07:00:00;07;Mittwoch;07;2748;25;25;57;13;1;0;0;1
13437;20.07.2016;08:00:00;08;Mittwoch;07;4943;25;25;61;15;1;0;0;1
