hr;weekdays;cnt
19;Donnerstag;1764
20;Donnerstag;1246
21;Donnerstag;942
22;Donnerstag;790
23;Donnerstag;453
0;Freitag;297
1;Freitag;149
2;Freitag;97
3;Freitag;82
4;Freitag;76
5;Freitag;155
6;Freitag;623
7;Freitag;1796
8;Freitag;3816
9;Freitag;2349
10;Freitag;1224
11;Freitag;1264
12;Freitag;1456
13;Freitag;1715
14;Freitag;1572
15;Freitag;1611
16;Freitag;2023
17;Freitag;2872
18;Freitag;3000
19;Freitag;2002
20;Freitag;1386
21;Freitag;940
22;Freitag;892
23;Freitag;244
0;Samstag;280
1;Samstag;323
2;Samstag;220
3;Samstag;179
4;Samstag;117
5;Samstag;103
6;Samstag;170
7;Samstag;333
8;Samstag;640
9;Samstag;1013
10;Samstag;1517
11;Samstag;1920
12;Samstag;2094
13;Samstag;2501
14;Samstag;2382
15;Samstag;2582
16;Samstag;2535
17;Samstag;2370
18;Samstag;2097
19;Samstag;1810
20;Samstag;1333
21;Samstag;1022
22;Samstag;884
23;Samstag;801
0;Sonntag;687
1;Sonntag;539
2;Sonntag;392
3;Sonntag;271
4;Sonntag;180
5;Sonntag;120
6;Sonntag;145
7;Sonntag;249
8;Sonntag;477
9;Sonntag;962
10;Sonntag;1735
11;Sonntag;2425
12;Sonntag;2982
13;Sonntag;3359
14;Sonntag;3264
15;Sonntag;2985
16;Sonntag;2733
17;Sonntag;2496
18;Sonntag;2082
19;Sonntag;1244
20;Sonntag;644
21;Sonntag;380
22;Sonntag;425
23;Sonntag;178
0;Montag;124
1;Montag;75
2;Montag;36
3;Montag;35
4;Montag;49
5;Montag;104
6;Montag;488
7;Montag;1065
8;Montag;1279
9;Montag;522
10;Montag;184
11;Montag;172
12;Montag;343
13;Montag;631
14;Montag;889
15;Montag;1204
16;Montag;1714
17;Montag;3735
18;Montag;3652
19;Montag;2236
20;Montag;1313
21;Montag;845
22;Montag;874
23;Montag;488
0;Dienstag;280
1;Dienstag;180
2;Dienstag;108
3;Dienstag;84
4;Dienstag;59
5;Dienstag;155
6;Dienstag;819
7;Dienstag;2556
8;Dienstag;4908
9;Dienstag;2520
10;Dienstag;1302
11;Dienstag;1260
12;Dienstag;1753
13;Dienstag;1691
14;Dienstag;1556
15;Dienstag;1752
16;Dienstag;2411
17;Dienstag;4316
18;Dienstag;4170
19;Dienstag;2693
20;Dienstag;1617
21;Dienstag;1118
22;Dienstag;787
23;Dienstag;456
0;Mittwoch;276
1;Mittwoch;185
2;Mittwoch;108
3;Mittwoch;69
4;Mittwoch;64
5;Mittwoch;168
6;Mittwoch;787
7;Mittwoch;2553
8;Mittwoch;4455
9;Mittwoch;2331
10;Mittwoch;1134
11;Mittwoch;1174
12;Mittwoch;1450
13;Mittwoch;1495
14;Mittwoch;1426
15;Mittwoch;1522
16;Mittwoch;2187
17;Mittwoch;4175
18;Mittwoch;3925
19;Mittwoch;2648
20;Mittwoch;1692
21;Mittwoch;1146
22;Mittwoch;960
23;Mittwoch;296
0;Donnerstag;143
1;Donnerstag;62
2;Donnerstag;18
3;Donnerstag;12
4;Donnerstag;33
5;Donnerstag;91
6;Donnerstag;202
7;Donnerstag;981
8;Donnerstag;2865
9;Donnerstag;2615
10;Donnerstag;1235
11;Donnerstag;1105
12;Donnerstag;1419
13;Donnerstag;1253
14;Donnerstag;1252
15;Donnerstag;1414
16;Donnerstag;774
17;Donnerstag;1881
18;Donnerstag;2446
19;Donnerstag;1930
20;Donnerstag;1107
21;Donnerstag;863
22;Donnerstag;657
23;Donnerstag;494
15;Freitag;2035
16;Freitag;2614
17;Freitag;3966
18;Freitag;3332
19;Freitag;2069
20;Freitag;1517
21;Freitag;1120
22;Freitag;908
23;Freitag;819
0;Samstag;715
1;Samstag;469
2;Samstag;311
3;Samstag;229
4;Samstag;163
5;Samstag;138
6;Samstag;164
7;Samstag;373
8;Samstag;671
9;Samstag;1109
10;Samstag;1592
11;Samstag;1987
12;Samstag;2230
13;Samstag;2475
14;Samstag;2188
15;Samstag;2524
16;Samstag;1578
17;Samstag;1807
18;Samstag;1184
19;Samstag;993
20;Samstag;1024
21;Samstag;771
22;Samstag;715
23;Samstag;529
0;Sonntag;540
1;Sonntag;462
2;Sonntag;328
3;Sonntag;276
4;Sonntag;163
5;Sonntag;134
6;Sonntag;164
7;Sonntag;219
8;Sonntag;421
9;Sonntag;724
10;Sonntag;1381
11;Sonntag;1954
12;Sonntag;2381
13;Sonntag;2858
14;Sonntag;2747
15;Sonntag;2872
16;Sonntag;3148
17;Sonntag;2608
18;Sonntag;2277
19;Sonntag;1423
20;Sonntag;713
21;Sonntag;492
22;Sonntag;505
23;Sonntag;322
0;Montag;164
1;Montag;100
2;Montag;72
3;Montag;33
4;Montag;34
5;Montag;129
6;Montag;612
7;Montag;1612
8;Montag;3414
9;Montag;2028
10;Montag;1129
11;Montag;1107
12;Montag;1314
13;Montag;1535
14;Montag;1409
15;Montag;1676
16;Montag;2481
17;Montag;4248
18;Montag;3888
19;Montag;2577
20;Montag;1374
21;Montag;855
22;Montag;968
23;Montag;540
0;Dienstag;251
1;Dienstag;141
2;Dienstag;98
3;Dienstag;62
4;Dienstag;67
5;Dienstag;161
6;Dienstag;817
7;Dienstag;2558
8;Dienstag;4876
9;Dienstag;2549
10;Dienstag;1384
11;Dienstag;1300
12;Dienstag;1702
13;Dienstag;1663
14;Dienstag;1649
15;Dienstag;1771
16;Dienstag;1939
17;Dienstag;1644
18;Dienstag;1950
19;Dienstag;1751
20;Dienstag;1183
21;Dienstag;823
22;Dienstag;607
23;Dienstag;342
0;Mittwoch;248
1;Mittwoch;159
2;Mittwoch;88
3;Mittwoch;59
4;Mittwoch;69
5;Mittwoch;151
6;Mittwoch;843
7;Mittwoch;2566
8;Mittwoch;4731
9;Mittwoch;2417
10;Mittwoch;1139
11;Mittwoch;826
12;Mittwoch;1075
13;Mittwoch;951
14;Mittwoch;787
15;Mittwoch;950
16;Mittwoch;1725
17;Mittwoch;3373
18;Mittwoch;3573
19;Mittwoch;2206
20;Mittwoch;1357
21;Mittwoch;999
22;Mittwoch;562
23;Mittwoch;356
0;Donnerstag;78
1;Donnerstag;28
2;Donnerstag;87
3;Donnerstag;70
4;Donnerstag;43
5;Donnerstag;120
6;Donnerstag;624
7;Donnerstag;2239
8;Donnerstag;4444
9;Donnerstag;2393
10;Donnerstag;1245
11;Donnerstag;1245
12;Donnerstag;1673
13;Donnerstag;1633
14;Donnerstag;1596
15;Donnerstag;1603
16;Donnerstag;2285
17;Donnerstag;3773
18;Donnerstag;3738
19;Donnerstag;2403
20;Donnerstag;1635
21;Donnerstag;1041
22;Donnerstag;800
23;Donnerstag;636
0;Freitag;386
1;Freitag;242
2;Freitag;147
3;Freitag;98
4;Freitag;81
5;Freitag;140
6;Freitag;618
7;Freitag;1153
8;Freitag;3003
9;Freitag;2322
10;Freitag;996
11;Freitag;909
12;Freitag;886
13;Freitag;1048
14;Freitag;1126
15;Freitag;1595
16;Freitag;2009
17;Freitag;3129
18;Freitag;2612
19;Freitag;1898
20;Freitag;1041
21;Freitag;756
22;Freitag;864
23;Freitag;671
0;Samstag;580
1;Samstag;397
2;Samstag;287
3;Samstag;208
4;Samstag;154
5;Samstag;131
6;Samstag;132
7;Samstag;337
8;Samstag;619
9;Samstag;1082
10;Samstag;1643
11;Samstag;1985
12;Samstag;2243
13;Samstag;2473
14;Samstag;2817
15;Samstag;3096
16;Samstag;2961
17;Samstag;2245
18;Samstag;1661
19;Samstag;1716
20;Samstag;1082
21;Samstag;793
22;Samstag;786
23;Samstag;894
0;Sonntag;609
1;Sonntag;515
2;Sonntag;361
3;Sonntag;221
4;Sonntag;152
5;Sonntag;107
6;Sonntag;172
7;Sonntag;252
8;Sonntag;498
9;Sonntag;951
10;Sonntag;1683
11;Sonntag;2193
12;Sonntag;2549
13;Sonntag;2786
14;Sonntag;2963
15;Sonntag;3043
16;Sonntag;3055
17;Sonntag;2950
18;Sonntag;2660
19;Sonntag;2090
20;Sonntag;1448
21;Sonntag;939
22;Sonntag;995
23;Sonntag;476
0;Montag;338
1;Montag;169
2;Montag;91
3;Montag;32
4;Montag;60
5;Montag;160
6;Montag;748
7;Montag;2463
8;Montag;4493
9;Montag;2401
10;Montag;1272
11;Montag;1284
12;Montag;1641
13;Montag;1664
14;Montag;1596
15;Montag;1818
16;Montag;2270
17;Montag;4389
18;Montag;4105
19;Montag;2413
20;Montag;1637
21;Montag;1001
22;Montag;727
23;Montag;449
0;Dienstag;216
1;Dienstag;132
2;Dienstag;74
3;Dienstag;58
4;Dienstag;54
5;Dienstag;188
6;Dienstag;823
7;Dienstag;2469
8;Dienstag;4919
9;Dienstag;2277
10;Dienstag;1238
11;Dienstag;1225
12;Dienstag;1645
13;Dienstag;1793
14;Dienstag;1644
15;Dienstag;1795
16;Dienstag;2497
17;Dienstag;4569
18;Dienstag;4801
19;Dienstag;3051
20;Dienstag;1997
21;Dienstag;1375
22;Dienstag;1023
23;Dienstag;600
0;Mittwoch;311
1;Mittwoch;173
2;Mittwoch;85
3;Mittwoch;69
4;Mittwoch;72
5;Mittwoch;178
6;Mittwoch;897
7;Mittwoch;2821
8;Mittwoch;5064
9;Mittwoch;2736
10;Mittwoch;1381
11;Mittwoch;1326
12;Mittwoch;1759
13;Mittwoch;1869
14;Mittwoch;1729
15;Mittwoch;2007
16;Mittwoch;2644
17;Mittwoch;4518
18;Mittwoch;4700
19;Mittwoch;3138
20;Mittwoch;1723
21;Mittwoch;1207
22;Mittwoch;1225
23;Mittwoch;780
0;Donnerstag;369
1;Donnerstag;207
2;Donnerstag;159
3;Donnerstag;71
4;Donnerstag;64
5;Donnerstag;154
6;Donnerstag;731
7;Donnerstag;2441
8;Donnerstag;4911
9;Donnerstag;2712
10;Donnerstag;1485
11;Donnerstag;1459
12;Donnerstag;1860
13;Donnerstag;1778
14;Donnerstag;1877
15;Donnerstag;1954
16;Donnerstag;2618
17;Donnerstag;4424
18;Donnerstag;4472
19;Donnerstag;2920
20;Donnerstag;1527
21;Donnerstag;336
22;Donnerstag;413
23;Donnerstag;215
0;Freitag;96
1;Freitag;171
2;Freitag;132
3;Freitag;93
4;Freitag;73
5;Freitag;147
6;Freitag;677
7;Freitag;2186
8;Freitag;4186
9;Freitag;2336
10;Freitag;1202
11;Freitag;1329
12;Freitag;1606
13;Freitag;1842
14;Freitag;1697
15;Freitag;1877
16;Freitag;2636
17;Freitag;3987
18;Freitag;3452
19;Freitag;2164
20;Freitag;1573
21;Freitag;1247
22;Freitag;1268
23;Freitag;865
0;Samstag;650
1;Samstag;595
2;Samstag;358
3;Samstag;219
4;Samstag;148
5;Samstag;125
6;Samstag;155
7;Samstag;335
8;Samstag;617
9;Samstag;1079
10;Samstag;1596
11;Samstag;2243
12;Samstag;2619
13;Samstag;2732
14;Samstag;2983
15;Samstag;3031
16;Samstag;2927
17;Samstag;2637
18;Samstag;2437
19;Samstag;2026
20;Samstag;1545
21;Samstag;1197
22;Samstag;816
23;Samstag;898
0;Sonntag;716
1;Sonntag;525
2;Sonntag;462
3;Sonntag;302
4;Sonntag;183
5;Sonntag;154
6;Sonntag;157
7;Sonntag;237
8;Sonntag;438
9;Sonntag;850
10;Sonntag;1230
11;Sonntag;1459
12;Sonntag;1961
13;Sonntag;2245
14;Sonntag;2099
15;Sonntag;2283
16;Sonntag;2463
17;Sonntag;2774
18;Sonntag;2728
19;Sonntag;2141
20;Sonntag;1209
21;Sonntag;756
22;Sonntag;1068
23;Sonntag;695
0;Montag;317
1;Montag;220
2;Montag;88
3;Montag;65
4;Montag;62
5;Montag;157
6;Montag;648
7;Montag;2231
8;Montag;4246
9;Montag;2238
10;Montag;1084
11;Montag;923
12;Montag;1359
13;Montag;1428
14;Montag;981
15;Montag;1086
16;Montag;1547
17;Montag;3617
18;Montag;3932
19;Montag;2449
20;Montag;1526
21;Montag;1115
22;Montag;712
23;Montag;389
0;Dienstag;212
1;Dienstag;131
2;Dienstag;95
3;Dienstag;54
4;Dienstag;45
5;Dienstag;178
6;Dienstag;886
7;Dienstag;2632
8;Dienstag;4926
9;Dienstag;2429
10;Dienstag;1279
11;Dienstag;1142
12;Dienstag;692
13;Dienstag;728
14;Dienstag;673
15;Dienstag;395
16;Dienstag;864
17;Dienstag;3110
18;Dienstag;3558
19;Dienstag;2381
20;Dienstag;1457
21;Dienstag;939
22;Dienstag;646
23;Dienstag;417
0;Mittwoch;186
1;Mittwoch;104
2;Mittwoch;56
3;Mittwoch;56
4;Mittwoch;35
5;Mittwoch;151
6;Mittwoch;761
7;Mittwoch;2489
8;Mittwoch;4698
9;Mittwoch;2399
10;Mittwoch;1210
11;Mittwoch;1222
12;Mittwoch;1464
13;Mittwoch;1290
14;Mittwoch;1346
15;Mittwoch;1505
16;Mittwoch;1982
17;Mittwoch;3858
18;Mittwoch;4104
19;Mittwoch;2578
20;Mittwoch;1582
21;Mittwoch;1165
22;Mittwoch;865
23;Mittwoch;585
0;Donnerstag;306
1;Donnerstag;196
2;Donnerstag;123
3;Donnerstag;85
4;Donnerstag;61
5;Donnerstag;159
6;Donnerstag;779
7;Donnerstag;2472
8;Donnerstag;4691
9;Donnerstag;2605
10;Donnerstag;1328
11;Donnerstag;1407
12;Donnerstag;1742
13;Donnerstag;1702
14;Donnerstag;1725
15;Donnerstag;1896
16;Donnerstag;2506
17;Donnerstag;4051
18;Donnerstag;4190
19;Donnerstag;2777
20;Donnerstag;1952
21;Donnerstag;1389
22;Donnerstag;1038
23;Donnerstag;743
0;Freitag;438
1;Freitag;213
2;Freitag;135
3;Freitag;94
4;Freitag;74
5;Freitag;139
6;Freitag;659
7;Freitag;2118
8;Freitag;4150
9;Freitag;2421
10;Freitag;1371
11;Freitag;1447
12;Freitag;1790
13;Freitag;1893
14;Freitag;1800
15;Freitag;1971
16;Freitag;2484
17;Freitag;3748
18;Freitag;3124
19;Freitag;2142
20;Freitag;1480
21;Freitag;1058
22;Freitag;898
23;Freitag;954
0;Samstag;642
1;Samstag;532
2;Samstag;364
3;Samstag;250
4;Samstag;158
5;Samstag;130
6;Samstag;162
7;Samstag;313
8;Samstag;554
9;Samstag;1080
10;Samstag;1657
11;Samstag;2258
12;Samstag;2792
13;Samstag;3322
14;Samstag;3401
15;Samstag;3573
16;Samstag;3382
17;Samstag;3279
18;Samstag;2873
19;Samstag;2333
20;Samstag;1889
21;Samstag;1307
22;Samstag;1110
23;Samstag;988
0;Sonntag;857
1;Sonntag;671
2;Sonntag;474
3;Sonntag;319
4;Sonntag;206
5;Sonntag;174
6;Sonntag;182
7;Sonntag;277
8;Sonntag;467
9;Sonntag;1002
10;Sonntag;1631
11;Sonntag;2185
12;Sonntag;2800
13;Sonntag;2739
14;Sonntag;3011
15;Sonntag;3262
16;Sonntag;3175
17;Sonntag;3267
18;Sonntag;3068
19;Sonntag;2599
20;Sonntag;2089
21;Sonntag;1566
22;Sonntag;1050
23;Sonntag;698
0;Montag;377
1;Montag;238
2;Montag;158
3;Montag;84
4;Montag;70
5;Montag;186
6;Montag;740
7;Montag;2448
8;Montag;4449
9;Montag;2351
10;Montag;1310
11;Montag;1326
12;Montag;1692
13;Montag;1794
14;Montag;1801
15;Montag;2036
16;Montag;2695
17;Montag;5082
18;Montag;5112
19;Montag;3253
20;Montag;2361
21;Montag;1787
22;Montag;1149
23;Montag;696
0;Dienstag;425
1;Dienstag;276
2;Dienstag;184
3;Dienstag;115
4;Dienstag;74
5;Dienstag;189
6;Dienstag;914
7;Dienstag;2696
8;Dienstag;4777
9;Dienstag;2549
10;Dienstag;1392
11;Dienstag;1398
12;Dienstag;1721
13;Dienstag;1855
14;Dienstag;1907
15;Dienstag;2053
16;Dienstag;2919
17;Dienstag;5304
18;Dienstag;5282
19;Dienstag;3443
20;Dienstag;2490
21;Dienstag;1855
22;Dienstag;1417
23;Dienstag;786
0;Mittwoch;514
1;Mittwoch;284
2;Mittwoch;144
3;Mittwoch;85
4;Mittwoch;97
5;Mittwoch;204
6;Mittwoch;878
7;Mittwoch;2748
8;Mittwoch;4943
9;Mittwoch;2526
10;Mittwoch;1343
11;Mittwoch;1328
12;Mittwoch;1677
13;Mittwoch;1831
14;Mittwoch;1780
15;Mittwoch;1922
16;Mittwoch;2684
17;Mittwoch;5046
18;Mittwoch;4953
19;Mittwoch;3261
20;Mittwoch;2490
21;Mittwoch;1839
22;Mittwoch;1267
23;Mittwoch;820
0;Donnerstag;385
1;Donnerstag;232
2;Donnerstag;141
3;Donnerstag;91
4;Donnerstag;77
5;Donnerstag;171
6;Donnerstag;831
7;Donnerstag;2563
8;Donnerstag;4733
9;Donnerstag;2528
10;Donnerstag;1315
11;Donnerstag;1289
12;Donnerstag;1745
13;Donnerstag;1692
14;Donnerstag;1768
15;Donnerstag;1887
16;Donnerstag;2721
17;Donnerstag;4641
18;Donnerstag;4478
19;Donnerstag;2798
20;Donnerstag;1841
21;Donnerstag;1405
22;Donnerstag;1064
23;Donnerstag;876
0;Freitag;480
1;Freitag;218
2;Freitag;173
3;Freitag;97
4;Freitag;85
5;Freitag;162
6;Freitag;578
7;Freitag;1729
8;Freitag;3731
9;Freitag;2302
10;Freitag;1261
11;Freitag;1380
12;Freitag;1746
13;Freitag;1928
14;Freitag;1745
15;Freitag;1709
16;Freitag;1943
17;Freitag;3686
18;Freitag;3381
19;Freitag;2363
20;Freitag;1741
21;Freitag;1393
22;Freitag;1139
23;Freitag;1026
0;Samstag;779
1;Samstag;526
2;Samstag;418
3;Samstag;294
4;Samstag;163
5;Samstag;114
6;Samstag;156
7;Samstag;326
8;Samstag;725
9;Samstag;1365
10;Samstag;1890
11;Samstag;2583
12;Samstag;2973
13;Samstag;3189
14;Samstag;3344
15;Samstag;3407
16;Samstag;3451
17;Samstag;3412
18;Samstag;3193
19;Samstag;2681
20;Samstag;2306
21;Samstag;1822
22;Samstag;1260
23;Samstag;1089
0;Sonntag;911
1;Sonntag;716
2;Sonntag;504
3;Sonntag;295
4;Sonntag;183
5;Sonntag;150
6;Sonntag;195
7;Sonntag;270
8;Sonntag;492
9;Sonntag;1091
10;Sonntag;1816
11;Sonntag;2304
12;Sonntag;2812
13;Sonntag;3265
14;Sonntag;3463
15;Sonntag;3607
16;Sonntag;3496
17;Sonntag;3272
18;Sonntag;2957
19;Sonntag;2342
20;Sonntag;1690
21;Sonntag;1240
22;Sonntag;883
23;Sonntag;599
0;Montag;315
1;Montag;134
2;Montag;112
3;Montag;53
4;Montag;62
5;Montag;170
6;Montag;747
7;Montag;2317
8;Montag;4500
9;Montag;2311
10;Montag;1164
11;Montag;1260
12;Montag;1593
13;Montag;1753
14;Montag;1829
15;Montag;2091
16;Montag;2815
17;Montag;4825
18;Montag;4646
19;Montag;3023
20;Montag;2102
21;Montag;1324
22;Montag;915
23;Montag;516
0;Dienstag;357
1;Dienstag;170
2;Dienstag;102
3;Dienstag;64
4;Dienstag;74
5;Dienstag;172
6;Dienstag;872
7;Dienstag;2690
8;Dienstag;4803
9;Dienstag;2387
10;Dienstag;1386
11;Dienstag;1401
12;Dienstag;1788
13;Dienstag;1848
14;Dienstag;1850
15;Dienstag;2161
16;Dienstag;2751
17;Dienstag;4587
18;Dienstag;4688
19;Dienstag;2982
20;Dienstag;1816
21;Dienstag;1419
22;Dienstag;965
23;Dienstag;688
0;Mittwoch;343
1;Mittwoch;200
2;Mittwoch;112
3;Mittwoch;61
4;Mittwoch;77
5;Mittwoch;172
6;Mittwoch;800
7;Mittwoch;2063
8;Mittwoch;2125
9;Mittwoch;1766
10;Mittwoch;1133
11;Mittwoch;985
12;Mittwoch;1319
13;Mittwoch;1363
14;Mittwoch;1433
15;Mittwoch;1694
16;Mittwoch;2308
17;Mittwoch;4319
18;Mittwoch;4176
19;Mittwoch;2339
20;Mittwoch;1638
21;Mittwoch;1271
22;Mittwoch;994
23;Mittwoch;648
0;Donnerstag;400
1;Donnerstag;225
2;Donnerstag;157
3;Donnerstag;84
4;Donnerstag;82
5;Donnerstag;174
6;Donnerstag;801
7;Donnerstag;2439
8;Donnerstag;4593
9;Donnerstag;2539
10;Donnerstag;1353
11;Donnerstag;1341
12;Donnerstag;1767
13;Donnerstag;1861
14;Donnerstag;1714
15;Donnerstag;1716
16;Donnerstag;2376
19;Donnerstag;2464
20;Donnerstag;1827
21;Donnerstag;1329
22;Donnerstag;1183
23;Donnerstag;819
0;Freitag;481
1;Freitag;242
2;Freitag;128
3;Freitag;87
4;Freitag;90
5;Freitag;111
6;Freitag;625
7;Freitag;2037
8;Freitag;3907
9;Freitag;1841
10;Freitag;1170
11;Freitag;1097
12;Freitag;1697
13;Freitag;1750
14;Freitag;1831
15;Freitag;1937
16;Freitag;2207
17;Freitag;3776
18;Freitag;3399
19;Freitag;2394
20;Freitag;1638
21;Freitag;1014
22;Freitag;962
23;Freitag;932
0;Samstag;805
1;Samstag;608
2;Samstag;437
3;Samstag;311
4;Samstag;210
5;Samstag;159
6;Samstag;196
7;Samstag;361
8;Samstag;693
9;Samstag;1373
10;Samstag;2209
11;Samstag;2935
12;Samstag;3524
13;Samstag;4012
14;Samstag;4214
15;Samstag;4172
16;Samstag;3972
17;Samstag;3651
18;Samstag;3222
19;Samstag;2671
20;Samstag;2055
21;Samstag;1477
22;Samstag;1202
23;Samstag;1139
1;Sonntag;729
2;Sonntag;489
3;Sonntag;370
4;Sonntag;286
5;Sonntag;291
6;Sonntag;297
7;Sonntag;288
8;Sonntag;572
9;Sonntag;1156
10;Sonntag;2112
11;Sonntag;3004
12;Sonntag;3722
13;Sonntag;4100
14;Sonntag;3962
15;Sonntag;3941
16;Sonntag;4051
17;Sonntag;3856
18;Sonntag;3469
19;Sonntag;2885
20;Sonntag;2123
21;Sonntag;1346
22;Sonntag;972
23;Sonntag;657
0;Montag;372
1;Montag;203
2;Montag;125
3;Montag;79
4;Montag;79
5;Montag;154
6;Montag;708
7;Montag;2132
8;Montag;4299
9;Montag;2382
10;Montag;1247
11;Montag;1254
12;Montag;1593
13;Montag;1760
14;Montag;1389
15;Montag;1071
16;Montag;1453
17;Montag;3662
18;Montag;2767
19;Montag;1295
20;Montag;857
21;Montag;390
22;Montag;268
23;Montag;210
0;Dienstag;110
1;Dienstag;49
2;Dienstag;48
3;Dienstag;40
4;Dienstag;37
5;Dienstag;98
6;Dienstag;594
7;Dienstag;1946
8;Dienstag;3960
9;Dienstag;2213
10;Dienstag;1017
11;Dienstag;702
12;Dienstag;312
13;Dienstag;752
14;Dienstag;736
15;Dienstag;1089
16;Dienstag;1663
17;Dienstag;3367
18;Dienstag;3856
19;Dienstag;2169
20;Dienstag;1491
21;Dienstag;1003
22;Dienstag;790
23;Dienstag;551
0;Mittwoch;329
1;Mittwoch;166
2;Mittwoch;136
3;Mittwoch;71
4;Mittwoch;60
5;Mittwoch;141
6;Mittwoch;794
7;Mittwoch;2374
8;Mittwoch;4546
9;Mittwoch;2393
10;Mittwoch;1194
11;Mittwoch;1182
12;Mittwoch;1647
13;Mittwoch;1864
14;Mittwoch;1795
15;Mittwoch;1852
16;Mittwoch;2519
17;Mittwoch;4601
18;Mittwoch;4712
19;Mittwoch;3029
20;Mittwoch;1911
21;Mittwoch;1280
22;Mittwoch;975
23;Mittwoch;697
0;Donnerstag;308
1;Donnerstag;176
2;Donnerstag;119
3;Donnerstag;54
4;Donnerstag;56
5;Donnerstag;148
6;Donnerstag;759
7;Donnerstag;2319
8;Donnerstag;4614
9;Donnerstag;2415
10;Donnerstag;1181
11;Donnerstag;1287
12;Donnerstag;1712
13;Donnerstag;1801
14;Donnerstag;1671
15;Donnerstag;1845
16;Donnerstag;2445
17;Donnerstag;4440
18;Donnerstag;4328
19;Donnerstag;2681
20;Donnerstag;1731
21;Donnerstag;1257
22;Donnerstag;1015
23;Donnerstag;720
0;Freitag;92
1;Freitag;270
2;Freitag;185
3;Freitag;97
4;Freitag;76
5;Freitag;141
6;Freitag;708
7;Freitag;2132
9;Freitag;2280
10;Freitag;1333
11;Freitag;1475
12;Freitag;1961
13;Freitag;2020
14;Freitag;2016
15;Freitag;2334
16;Freitag;2946
17;Freitag;4467
18;Freitag;3942
19;Freitag;2568
20;Freitag;1740
21;Freitag;1264
22;Freitag;1003
23;Freitag;941
0;Samstag;713
1;Samstag;524
2;Samstag;342
3;Samstag;263
4;Samstag;184
5;Samstag;112
6;Samstag;163
7;Samstag;349
8;Samstag;684
9;Samstag;1225
10;Samstag;1848
11;Samstag;2609
12;Samstag;3171
13;Samstag;3491
14;Samstag;3553
15;Samstag;3678
16;Samstag;3570
17;Samstag;3558
18;Samstag;3283
19;Samstag;2643
20;Samstag;2118
21;Samstag;1555
22;Samstag;1169
23;Samstag;1080
0;Sonntag;862
1;Sonntag;620
2;Sonntag;374
3;Sonntag;275
4;Sonntag;207
5;Sonntag;141
6;Sonntag;174
7;Sonntag;262
8;Sonntag;460
9;Sonntag;947
10;Sonntag;1594
11;Sonntag;2210
12;Sonntag;2844
13;Sonntag;3122
14;Sonntag;3351
15;Sonntag;3555
16;Sonntag;3383
17;Sonntag;3427
18;Sonntag;3317
19;Sonntag;2593
20;Sonntag;1853
21;Sonntag;1121
22;Sonntag;846
23;Sonntag;538
0;Montag;299
1;Montag;118
2;Montag;123
3;Montag;73
4;Montag;52
5;Montag;138
6;Montag;756
7;Montag;2198
8;Montag;4183
9;Montag;2248
10;Montag;1196
11;Montag;1271
12;Montag;1572
13;Montag;1804
14;Montag;1701
15;Montag;1946
16;Montag;2623
17;Montag;4714
18;Montag;4356
19;Montag;2591
20;Montag;1550
21;Montag;1043
22;Montag;735
23;Montag;479
0;Dienstag;275
1;Dienstag;133
2;Dienstag;90
3;Dienstag;86
4;Dienstag;55
5;Dienstag;134
6;Dienstag;818
7;Dienstag;2508
8;Dienstag;4666
9;Dienstag;2294
10;Dienstag;1225
11;Dienstag;1427
12;Dienstag;1740
13;Dienstag;1961
14;Dienstag;1741
15;Dienstag;1872
16;Dienstag;2455
17;Dienstag;4447
18;Dienstag;4479
19;Dienstag;2884
20;Dienstag;1756
21;Dienstag;1111
22;Dienstag;860
23;Dienstag;497
0;Mittwoch;302
1;Mittwoch;132
2;Mittwoch;57
3;Mittwoch;34
4;Mittwoch;51
5;Mittwoch;144
6;Mittwoch;839
7;Mittwoch;2362
8;Mittwoch;4443
9;Mittwoch;2230
10;Mittwoch;1224
11;Mittwoch;1225
12;Mittwoch;1510
13;Mittwoch;1584
14;Mittwoch;1602
15;Mittwoch;1763
16;Mittwoch;2492
17;Mittwoch;4505
18;Mittwoch;4379
19;Mittwoch;2997
20;Mittwoch;1877
21;Mittwoch;1178
22;Mittwoch;922
23;Mittwoch;578
0;Donnerstag;294
1;Donnerstag;180
2;Donnerstag;115
3;Donnerstag;92
4;Donnerstag;75
5;Donnerstag;113
6;Donnerstag;738
7;Donnerstag;2276
8;Donnerstag;4334
9;Donnerstag;2210
10;Donnerstag;1194
11;Donnerstag;1269
12;Donnerstag;1610
13;Donnerstag;1704
14;Donnerstag;1799
15;Donnerstag;1862
16;Donnerstag;2294
17;Donnerstag;4211
18;Donnerstag;4120
19;Donnerstag;2665
20;Donnerstag;1735
21;Donnerstag;1166
22;Donnerstag;945
23;Donnerstag;625
0;Freitag;402
1;Freitag;196
2;Freitag;106
3;Freitag;93
4;Freitag;82
5;Freitag;135
6;Freitag;669
7;Freitag;2092
8;Freitag;4017
9;Freitag;2327
10;Freitag;1406
11;Freitag;1592
12;Freitag;1960
13;Freitag;2140
14;Freitag;1960
15;Freitag;2239
16;Freitag;2969
17;Freitag;4377
18;Freitag;3862
19;Freitag;2619
20;Freitag;1902
21;Freitag;1212
22;Freitag;1004
23;Freitag;798
0;Samstag;675
1;Samstag;495
2;Samstag;351
3;Samstag;248
4;Samstag;171
