instant;date;time;hr;weekdays;month;cnt;t1;t2;hum;wind_speed;weather_code;is_holiday;is_weekend;season
14778;2016-09-16;01:00:00;1;Freitag;9;265;19;19;83;15;3;0;0;2
14779;2016-09-16;02:00:00;2;Freitag;9;147;19;19;83;12;4;0;0;2
14780;2016-09-16;03:00:00;3;Freitag;9;111;19;19;83;12;4;0;0;2
14781;2016-09-16;04:00:00;4;Freitag;9;79;19;19;83;17;7;0;0;2
14782;2016-09-16;05:00:00;5;Freitag;9;71;19;19;83;18;7;0;0;2
14783;2016-09-16;06:00:00;6;Freitag;9;242;18.5;18.5;91;16;10;0;0;2
14784;2016-09-16;07:00:00;7;Freitag;9;709;17.5;17.5;91;16.5;7;0;0;2
14785;2016-09-16;08:00:00;8;Freitag;9;1381;17;17;94;11;7;0;0;2
14786;2016-09-16;09:00:00;9;Freitag;9;1007;17;17;88;12;7;0;0;2
14787;2016-09-16;10:00:00;10;Freitag;9;565;17;17;88;16;7;0;0;2
14788;2016-09-16;11:00:00;11;Freitag;9;437;16;16;85.5;24;7;0;0;2
14789;2016-09-16;12:00:00;12;Freitag;9;735;16;16;83;19;7;0;0;2
14790;2016-09-16;13:00:00;13;Freitag;9;945;16;16;85.5;17;7;0;0;2
14791;2016-09-16;14:00:00;14;Freitag;9;724;16;16;83;23;7;0;0;2
14792;2016-09-16;15:00:00;15;Freitag;9;1142;16.5;16.5;80;20;7;0;0;2
14793;2016-09-16;16:00:00;16;Freitag;9;1942;17.5;17.5;68.5;20.5;3;0;0;2
14794;2016-09-16;17:00:00;17;Freitag;9;3467;18;18;66;17;2;0;0;2
14795;2016-09-16;18:00:00;18;Freitag;9;2700;18;18;62;17.5;2;0;0;2
14796;2016-09-16;19:00:00;19;Freitag;9;1738;17;17;66;19.5;2;0;0;2
14797;2016-09-16;20:00:00;20;Freitag;9;1025;16.5;16.5;66;20;2;0;0;2
14798;2016-09-16;21:00:00;21;Freitag;9;754;16;16;68;20;1;0;0;2
14799;2016-09-16;22:00:00;22;Freitag;9;758;15.5;15.5;70;22;1;0;0;2
14800;2016-09-16;23:00:00;23;Freitag;9;594;15;15;72;20;1;0;0;2
14801;2016-09-17;00:00:00;0;Samstag;9;472;15;15;74.5;19;1;0;1;2
14802;2016-09-17;01:00:00;1;Samstag;9;384;15;15;74.5;20.5;1;0;1;2
14803;2016-09-17;02:00:00;2;Samstag;9;248;15;15;74.5;20.5;1;0;1;2
14804;2016-09-17;03:00:00;3;Samstag;9;142;15;15;77;19.5;1;0;1;2
14805;2016-09-17;04:00:00;4;Samstag;9;140;15;15;72;22;4;0;1;2
14806;2016-09-17;05:00:00;5;Samstag;9;98;15;15;72;25;4;0;1;2
14807;2016-09-17;06:00:00;6;Samstag;9;172;15;15;72;24;3;0;1;2
14808;2016-09-17;07:00:00;7;Samstag;9;314;14.5;14.5;79.5;24;3;0;1;2
14809;2016-09-17;08:00:00;8;Samstag;9;597;14;14;82;20;3;0;1;2
14810;2016-09-17;09:00:00;9;Samstag;9;968;14.5;14.5;79.5;22;4;0;1;2
14811;2016-09-17;10:00:00;10;Samstag;9;1444;15;15;77;22;3;0;1;2
14812;2016-09-17;11:00:00;11;Samstag;9;1701;15;15;82;25;4;0;1;2
14813;2016-09-17;12:00:00;12;Samstag;9;2056;16;16;77;23;4;0;1;2
14814;2016-09-17;13:00:00;13;Samstag;9;2289;16;16;77;24;4;0;1;2
14815;2016-09-17;14:00:00;14;Samstag;9;2456;16;16;83;20;4;0;1;2
14816;2016-09-17;15:00:00;15;Samstag;9;2556;16;16;83;22;4;0;1;2
14817;2016-09-17;16:00:00;16;Samstag;9;2422;16;16;83;20.5;4;0;1;2
14818;2016-09-17;17:00:00;17;Samstag;9;2264;16;16;83;17;4;0;1;2
14819;2016-09-17;18:00:00;18;Samstag;9;1906;16;16;88;16;4;0;1;2
14820;2016-09-17;19:00:00;19;Samstag;9;1404;16;16;88;19;4;0;1;2
14821;2016-09-17;20:00:00;20;Samstag;9;1028;16;16;88;17;3;0;1;2
14822;2016-09-17;21:00:00;21;Samstag;9;752;16;16;88;15;3;0;1;2
14823;2016-09-17;22:00:00;22;Samstag;9;722;16;16;88;12;3;0;1;2
14824;2016-09-17;23:00:00;23;Samstag;9;647;15;15;94;8;3;0;1;2
14825;2016-09-18;00:00:00;0;Sonntag;9;595;15;15;91;8.5;3;0;1;2
14826;2016-09-18;01:00:00;1;Sonntag;9;489;15;15;94;9;3;0;1;2
14827;2016-09-18;02:00:00;2;Sonntag;9;364;15.5;15.5;91;9;3;0;1;2
14828;2016-09-18;03:00:00;3;Sonntag;9;266;15;15;94;7;4;0;1;2
14829;2016-09-18;04:00:00;4;Sonntag;9;172;15;15;94;9;3;0;1;2
14830;2016-09-18;05:00:00;5;Sonntag;9;127;15;15;94;10;3;0;1;2
14831;2016-09-18;06:00:00;6;Sonntag;9;123;15;15;94;8;3;0;1;2
14832;2016-09-18;07:00:00;7;Sonntag;9;250;15;15;91;9;3;0;1;2
14833;2016-09-18;08:00:00;8;Sonntag;9;430;15;15;91;9;3;0;1;2
14834;2016-09-18;09:00:00;9;Sonntag;9;925;15.5;15.5;85.5;8;3;0;1;2
14835;2016-09-18;10:00:00;10;Sonntag;9;1507;17;17;77;8;4;0;1;2
14836;2016-09-18;11:00:00;11;Sonntag;9;2028;17.5;17.5;75;11;4;0;1;2
14837;2016-09-18;12:00:00;12;Sonntag;9;2415;18;18;73;11;3;0;1;2
14838;2016-09-18;13:00:00;13;Sonntag;9;2549;19;19;64;8;3;0;1;2
14839;2016-09-18;14:00:00;14;Sonntag;9;2826;19;19;64;10;3;0;1;2
14840;2016-09-18;15:00:00;15;Sonntag;9;2776;19;19;64;11;3;0;1;2
14841;2016-09-18;16:00:00;16;Sonntag;9;2738;19;19;64;7;3;0;1;2
14842;2016-09-18;17:00:00;17;Sonntag;9;2637;19;19;64;8;3;0;1;2
14843;2016-09-18;18:00:00;18;Sonntag;9;2157;19;19;64;8;3;0;1;2
14844;2016-09-18;19:00:00;19;Sonntag;9;1421;19;19;66;6.5;3;0;1;2
14845;2016-09-18;20:00:00;20;Sonntag;9;960;19;19;68;5;3;0;1;2
14846;2016-09-18;21:00:00;21;Sonntag;9;697;19;19;68;0;4;0;1;2
14847;2016-09-18;22:00:00;22;Sonntag;9;578;18;18;73;4;4;0;1;2
14848;2016-09-18;23:00:00;23;Sonntag;9;433;18;18;73;2;4;0;1;2
14849;2016-09-19;00:00:00;0;Montag;9;275;18;18;73;6.5;4;0;0;2
14850;2016-09-19;01:00:00;1;Montag;9;169;18;18;70.5;11;4;0;0;2
14851;2016-09-19;02:00:00;2;Montag;9;114;17;17;73;8;4;0;0;2
14852;2016-09-19;03:00:00;3;Montag;9;98;17;17;73;4;4;0;0;2
14853;2016-09-19;04:00:00;4;Montag;9;72;17;17;73;6;4;0;0;2
14854;2016-09-19;05:00:00;5;Montag;9;159;17;17;73;6.5;4;0;0;2
14855;2016-09-19;06:00:00;6;Montag;9;766;16.5;16.5;75;6.5;3;0;0;2
14856;2016-09-19;07:00:00;7;Montag;9;2572;16;16;77;5.5;3;0;0;2
14857;2016-09-19;08:00:00;8;Montag;9;4708;16.5;16.5;75;7;1;0;0;2
14858;2016-09-19;09:00:00;9;Montag;9;2225;17.5;17.5;70.5;7.5;1;0;0;2
14859;2016-09-19;10:00:00;10;Montag;9;1130;18;18;68;8;2;0;0;2
14860;2016-09-19;11:00:00;11;Montag;9;1126;20;20;56;6;2;0;0;2
14861;2016-09-19;12:00:00;12;Montag;9;1448;20.5;20.5;54.5;3;2;0;0;2
14862;2016-09-19;13:00:00;13;Montag;9;1443;20;20;58;5;3;0;0;2
14863;2016-09-19;14:00:00;14;Montag;9;1454;20;20;58;7;2;0;0;2
14864;2016-09-19;15:00:00;15;Montag;9;1636;20;20;56;8;2;0;0;2
14865;2016-09-19;16:00:00;16;Montag;9;2150;20;20;58;7.5;2;0;0;2
14866;2016-09-19;17:00:00;17;Montag;9;3493;19;19;68;13;3;0;0;2
14867;2016-09-19;18:00:00;18;Montag;9;3207;19;19;70.5;10;7;0;0;2
14868;2016-09-19;19:00:00;19;Montag;9;1722;18;18;78;8;3;0;0;2
14869;2016-09-19;20:00:00;20;Montag;9;1206;18;18;78;8;2;0;0;2
14870;2016-09-19;21:00:00;21;Montag;9;872;17.5;17.5;80.5;10;4;0;0;2
14871;2016-09-19;22:00:00;22;Montag;9;633;17;17;83;8;4;0;0;2
14872;2016-09-19;23:00:00;23;Montag;9;431;17;17;83;6;2;0;0;2
14873;2016-09-20;00:00:00;0;Dienstag;9;224;16.5;16.5;85.5;6;1;0;0;2
14874;2016-09-20;01:00:00;1;Dienstag;9;135;16;16;88;6.5;7;0;0;2
14875;2016-09-20;02:00:00;2;Dienstag;9;120;16;16;88;5;7;0;0;2
14876;2016-09-20;03:00:00;3;Dienstag;9;78;16;16;88;4;7;0;0;2
14877;2016-09-20;04:00:00;4;Dienstag;9;74;16;16;88;5;7;0;0;2
14878;2016-09-20;05:00:00;5;Dienstag;9;161;16;16;88;6;3;0;0;2
14879;2016-09-20;06:00:00;6;Dienstag;9;888;16;16;88;6.5;3;0;0;2
14880;2016-09-20;07:00:00;7;Dienstag;9;2740;16;16;88;6.5;3;0;0;2
14881;2016-09-20;08:00:00;8;Dienstag;9;4934;16;16;83;8;3;0;0;2
14882;2016-09-20;09:00:00;9;Dienstag;9;2494;15.5;15.5;91;9;3;0;0;2
14883;2016-09-20;10:00:00;10;Dienstag;9;1156;16;16;85.5;9;7;0;0;2
14884;2016-09-20;11:00:00;11;Dienstag;9;1063;16;16;85.5;10;3;0;0;2
14885;2016-09-20;12:00:00;12;Dienstag;9;1424;16.5;16.5;80;7;3;0;0;2
14886;2016-09-20;13:00:00;13;Dienstag;9;1410;17;17;77;7;3;0;0;2
14887;2016-09-20;14:00:00;14;Dienstag;9;1386;18;18;70.5;6;3;0;0;2
14888;2016-09-20;15:00:00;15;Dienstag;9;1595;18;18;68;7;3;0;0;2
14889;2016-09-20;16:00:00;16;Dienstag;9;2343;19;19;64;6.5;3;0;0;2
14890;2016-09-20;17:00:00;17;Dienstag;9;4507;19;19;62;6.5;3;0;0;2
14891;2016-09-20;18:00:00;18;Dienstag;9;4423;18;18;66;7;3;0;0;2
14892;2016-09-20;19:00:00;19;Dienstag;9;2400;18;18;66;5.5;2;0;0;2
14893;2016-09-20;20:00:00;20;Dienstag;9;1405;17.5;17.5;70.5;5;2;0;0;2
14894;2016-09-20;21:00:00;21;Dienstag;9;1017;17;17;68;5;3;0;0;2
14895;2016-09-20;22:00:00;22;Dienstag;9;799;17;17;70.5;5;4;0;0;2
14896;2016-09-20;23:00:00;23;Dienstag;9;516;17;17;73;5;4;0;0;2
14897;2016-09-21;00:00:00;0;Mittwoch;9;241;16.5;16.5;80;8;2;0;0;2
14898;2016-09-21;01:00:00;1;Mittwoch;9;179;16;16;83;7;2;0;0;2
14899;2016-09-21;02:00:00;2;Mittwoch;9;91;16;16;83;6;3;0;0;2
14900;2016-09-21;03:00:00;3;Mittwoch;9;76;16;16;83;5;4;0;0;2
14901;2016-09-21;04:00:00;4;Mittwoch;9;68;15.5;15.5;85.5;6.5;1;0;0;2
14902;2016-09-21;05:00:00;5;Mittwoch;9;168;15;15;88;8;1;0;0;2
14903;2016-09-21;06:00:00;6;Mittwoch;9;856;15;15;88;7;1;0;0;2
14904;2016-09-21;07:00:00;7;Mittwoch;9;2822;15;15;88;6;1;0;0;2
14905;2016-09-21;08:00:00;8;Mittwoch;9;5188;16;16;85.5;8;1;0;0;2
14906;2016-09-21;09:00:00;9;Mittwoch;9;2518;16.5;16.5;85.5;8;2;0;0;2
14907;2016-09-21;10:00:00;10;Mittwoch;9;1336;18.5;18.5;73;6.5;1;0;0;2
14908;2016-09-21;11:00:00;11;Mittwoch;9;1304;21;21;57;11;2;0;0;2
14909;2016-09-21;12:00:00;12;Mittwoch;9;1678;21.5;21.5;55;12;2;0;0;2
14910;2016-09-21;13:00:00;13;Mittwoch;9;1770;22.5;22;47;12;2;0;0;2
14911;2016-09-21;14:00:00;14;Mittwoch;9;1653;22;22;51.5;14;2;0;0;2
14912;2016-09-21;15:00:00;15;Mittwoch;9;1819;22.5;22.5;50;16;2;0;0;2
14913;2016-09-21;16:00:00;16;Mittwoch;9;2492;22;21;47;18;2;0;0;2
14914;2016-09-21;17:00:00;17;Mittwoch;9;4720;21;21;50;13;1;0;0;2
14915;2016-09-21;18:00:00;18;Mittwoch;9;4615;20;20;53;14;1;0;0;2
14916;2016-09-21;19:00:00;19;Mittwoch;9;2580;19;19;60;9;1;0;0;2
14917;2016-09-21;20:00:00;20;Mittwoch;9;1473;18;18;66;8;1;0;0;2
14918;2016-09-21;21:00:00;21;Mittwoch;9;1109;17;17;73;7;1;0;0;2
14919;2016-09-21;22:00:00;22;Mittwoch;9;928;16;16;77;9;1;0;0;2
14920;2016-09-21;23:00:00;23;Mittwoch;9;583;16;16;77;5.5;1;0;0;2
14921;2016-09-22;00:00:00;0;Donnerstag;9;325;16.5;16.5;80;5.5;1;0;0;2
14922;2016-09-22;01:00:00;1;Donnerstag;9;172;16;16;80;6.5;3;0;0;2
14923;2016-09-22;02:00:00;2;Donnerstag;9;151;16;16;77;6;3;0;0;2
14924;2016-09-22;03:00:00;3;Donnerstag;9;89;16;16;80;6.5;1;0;0;2
14925;2016-09-22;04:00:00;4;Donnerstag;9;80;16;16;77;6;2;0;0;2
14926;2016-09-22;05:00:00;5;Donnerstag;9;166;16;16;83;8;2;0;0;2
14927;2016-09-22;06:00:00;6;Donnerstag;9;837;16;16;83;10;3;0;0;2
14928;2016-09-22;07:00:00;7;Donnerstag;9;2718;16;16;80;11;2;0;0;2
14929;2016-09-22;08:00:00;8;Donnerstag;9;4992;16;16;74.5;13;2;0;0;2
14930;2016-09-22;09:00:00;9;Donnerstag;9;2511;17;17;68;13;1;0;0;2
14931;2016-09-22;10:00:00;10;Donnerstag;9;1339;18.5;18.5;62;14;2;0;0;2
14932;2016-09-22;11:00:00;11;Donnerstag;9;1333;19;19;60;16;2;0;0;2
14933;2016-09-22;12:00:00;12;Donnerstag;9;1680;20;20;56;17;3;0;0;2
14934;2016-09-22;13:00:00;13;Donnerstag;9;1637;19;19;62;16;3;0;0;2
14935;2016-09-22;14:00:00;14;Donnerstag;9;1220;19;19;64;17;3;0;0;2
14936;2016-09-22;15:00:00;15;Donnerstag;9;1563;19;19;73;11;3;0;0;2
14937;2016-09-22;16:00:00;16;Donnerstag;9;2332;19;19;70.5;14;2;0;0;2
14938;2016-09-22;17:00:00;17;Donnerstag;9;4293;20;20;64;16;2;0;0;2
14939;2016-09-22;18:00:00;18;Donnerstag;9;4195;19;19;68;15;2;0;0;2
14940;2016-09-22;19:00:00;19;Donnerstag;9;2438;18;18;73;10;2;0;0;2
14941;2016-09-22;20:00:00;20;Donnerstag;9;1430;17;17;77;10;1;0;0;2
14942;2016-09-22;21:00:00;21;Donnerstag;9;1075;16.5;16.5;80;12;1;0;0;2
14943;2016-09-22;22:00:00;22;Donnerstag;9;860;16.5;16.5;61;12;2;0;0;2
14944;2016-09-22;23:00:00;23;Donnerstag;9;607;16;16;59;13;3;0;0;2
14945;2016-09-23;00:00:00;0;Freitag;9;340;16;16;59;12;4;0;0;2
14946;2016-09-23;01:00:00;1;Freitag;9;200;14.5;14.5;61;7;3;0;0;2
14947;2016-09-23;02:00:00;2;Freitag;9;134;14;14;72;9;3;0;0;2
14948;2016-09-23;03:00:00;3;Freitag;9;97;13;13;77;9;2;0;0;2
14949;2016-09-23;04:00:00;4;Freitag;9;74;13;13;77;8;1;0;0;2
14950;2016-09-23;05:00:00;5;Freitag;9;148;12;12;82;7;1;0;0;2
14951;2016-09-23;06:00:00;6;Freitag;9;695;12;12;79.5;10;1;0;0;2
14952;2016-09-23;07:00:00;7;Freitag;9;2325;12;12;77;9;1;0;0;2
14953;2016-09-23;08:00:00;8;Freitag;9;4533;13.5;13.5;69.5;10;1;0;0;2
14954;2016-09-23;09:00:00;9;Freitag;9;2476;14.5;14.5;65;10;1;0;0;2
14955;2016-09-23;10:00:00;10;Freitag;9;1431;16.5;16.5;53.5;12;1;0;0;2
14956;2016-09-23;11:00:00;11;Freitag;9;1548;17.5;17.5;49;10;1;0;0;2
14957;2016-09-23;12:00:00;12;Freitag;9;1845;18.5;18.5;43;8;1;0;0;2
14958;2016-09-23;13:00:00;13;Freitag;9;1950;20;20;39;10;1;0;0;2
14959;2016-09-23;14:00:00;14;Freitag;9;1962;20;20;38;10;1;0;0;2
14960;2016-09-23;15:00:00;15;Freitag;9;2069;20;20;38;12;1;0;0;2
14961;2016-09-23;16:00:00;16;Freitag;9;2756;19;19;43;15;1;0;0;2
14962;2016-09-23;17:00:00;17;Freitag;9;4474;19;19;43;15;1;0;0;2
14963;2016-09-23;18:00:00;18;Freitag;9;3637;18;18;46;15;1;0;0;2
14964;2016-09-23;19:00:00;19;Freitag;9;2064;16.5;16.5;52;12;1;0;0;2
14965;2016-09-23;20:00:00;20;Freitag;9;1235;15.5;15.5;59;12;1;0;0;2
14966;2016-09-23;21:00:00;21;Freitag;9;964;14.5;14.5;65;12;1;0;0;2
14967;2016-09-23;22:00:00;22;Freitag;9;851;14;14;67;9;1;0;0;2
14968;2016-09-23;23:00:00;23;Freitag;9;720;14;14;72;6;1;0;0;2
14969;2016-09-24;00:00:00;0;Samstag;9;566;14;14;74.5;8;1;0;1;2
14970;2016-09-24;01:00:00;1;Samstag;9;434;14;14;77;7;1;0;1;2
14971;2016-09-24;02:00:00;2;Samstag;9;342;14.5;14.5;74.5;6.5;2;0;1;2
14972;2016-09-24;03:00:00;3;Samstag;9;226;15.5;15.5;74.5;14;1;0;1;2
14973;2016-09-24;04:00:00;4;Samstag;9;152;16.5;16.5;75;12;1;0;1;2
14974;2016-09-24;05:00:00;5;Samstag;9;120;16;16;77;14;1;0;1;2
14975;2016-09-24;06:00:00;6;Samstag;9;174;16;16;77;13;1;0;1;2
14976;2016-09-24;07:00:00;7;Samstag;9;354;16;16;77;9;1;0;1;2
14977;2016-09-24;08:00:00;8;Samstag;9;718;17;17;77;11;1;0;1;2
14978;2016-09-24;09:00:00;9;Samstag;9;1275;19;19;64;17;1;0;1;2
14979;2016-09-24;10:00:00;10;Samstag;9;1737;20;20;60;19;1;0;1;2
14980;2016-09-24;11:00:00;11;Samstag;9;2397;21;21;53;22;1;0;1;2
14981;2016-09-24;12:00:00;12;Samstag;9;2994;22;21;45.5;24;1;0;1;2
14982;2016-09-24;13:00:00;13;Samstag;9;3379;23;22;41;24;1;0;1;2
14983;2016-09-24;14:00:00;14;Samstag;9;3394;22;21;44;28;1;0;1;2
14984;2016-09-24;15:00:00;15;Samstag;9;3434;22;21;47;22;1;0;1;2
14985;2016-09-24;16:00:00;16;Samstag;9;3216;21;21;50;20.5;1;0;1;2
14986;2016-09-24;17:00:00;17;Samstag;9;3139;21;21;50;13;1;0;1;2
14987;2016-09-24;18:00:00;18;Samstag;9;2329;20.5;20.5;56.5;15;1;0;1;2
14988;2016-09-24;19:00:00;19;Samstag;9;1656;20;20;60;13;1;0;1;2
14989;2016-09-24;20:00:00;20;Samstag;9;1179;20;20;56;14;1;0;1;2
14990;2016-09-24;21:00:00;21;Samstag;9;822;20;20;60;15;1;0;1;2
14991;2016-09-24;22:00:00;22;Samstag;9;902;20;20;60;17;1;0;1;2
14992;2016-09-24;23:00:00;23;Samstag;9;847;20;20;58;20;1;0;1;2
14993;2016-09-25;00:00:00;0;Sonntag;9;726;20;20;56;19.5;1;0;1;2
14994;2016-09-25;01:00:00;1;Sonntag;9;563;19.5;19.5;58;20.5;1;0;1;2
14995;2016-09-25;02:00:00;2;Sonntag;9;451;19;19;62;19.5;1;0;1;2
14996;2016-09-25;03:00:00;3;Sonntag;9;302;19;19;64;18.5;1;0;1;2
14997;2016-09-25;04:00:00;4;Sonntag;9;150;19;19;68;17;1;0;1;2
14998;2016-09-25;05:00:00;5;Sonntag;9;119;19;19;70.5;17;2;0;1;2
14999;2016-09-25;06:00:00;6;Sonntag;9;98;16.5;16.5;83;16.5;7;0;1;2
15000;2016-09-25;07:00:00;7;Sonntag;9;201;16;16;85.5;17.5;7;0;1;2
15001;2016-09-25;08:00:00;8;Sonntag;9;397;16.5;16.5;83;21;3;0;1;2
15002;2016-09-25;09:00:00;9;Sonntag;9;857;16;16;80;19.5;2;0;1;2
15003;2016-09-25;10:00:00;10;Sonntag;9;1401;17;17;73;22;2;0;1;2
15004;2016-09-25;11:00:00;11;Sonntag;9;1952;17.5;17.5;64;25;2;0;1;2
15005;2016-09-25;12:00:00;12;Sonntag;9;2389;18.5;18.5;54;25;2;0;1;2
15006;2016-09-25;13:00:00;13;Sonntag;9;2716;19.5;19.5;47.5;28.5;2;0;1;2
15007;2016-09-25;14:00:00;14;Sonntag;9;2864;20;20;44.5;29;2;0;1;2
15008;2016-09-25;15:00:00;15;Sonntag;9;2901;20;20;41.5;28;1;0;1;2
15009;2016-09-25;16:00:00;16;Sonntag;9;2751;19.5;19.5;46;26;1;0;1;2
15010;2016-09-25;17:00:00;17;Sonntag;9;2675;18;18;52;24;2;0;1;2
15011;2016-09-25;18:00:00;18;Sonntag;9;2295;17;17;52;20;2;0;1;2
15012;2016-09-25;19:00:00;19;Sonntag;9;1407;17;17;52;17;1;0;1;2
15013;2016-09-25;20:00:00;20;Sonntag;9;958;16;16;57;16;1;0;1;2
15014;2016-09-25;21:00:00;21;Sonntag;9;595;15.5;15.5;61;11;1;0;1;2
15015;2016-09-25;22:00:00;22;Sonntag;9;515;14.5;14.5;67.5;11;1;0;1;2
15016;2016-09-25;23:00:00;23;Sonntag;9;380;14;14;72;8;1;0;1;2
15017;2016-09-26;00:00:00;0;Montag;9;214;14;14;72;9;1;0;0;2
15018;2016-09-26;01:00:00;1;Montag;9;106;13;13;77;9;1;0;0;2
15019;2016-09-26;02:00:00;2;Montag;9;70;13;13;77;7;1;0;0;2
15020;2016-09-26;03:00:00;3;Montag;9;50;13;13;77;8;1;0;0;2
15021;2016-09-26;04:00:00;4;Montag;9;47;13;13;77;8;1;0;0;2
15022;2016-09-26;05:00:00;5;Montag;9;157;13;13;77;7.5;1;0;0;2
15023;2016-09-26;06:00:00;6;Montag;9;785;13;13;77;8;1;0;0;2
15024;2016-09-26;07:00:00;7;Montag;9;2421;14;14;74.5;6.5;2;0;0;2
15025;2016-09-26;08:00:00;8;Montag;9;4525;14.5;14.5;74.5;8.5;2;0;0;2
15026;2016-09-26;09:00:00;9;Montag;9;2342;15.5;15.5;70;12;2;0;0;2
15027;2016-09-26;10:00:00;10;Montag;9;1134;16;16;68;10;2;0;0;2
15028;2016-09-26;11:00:00;11;Montag;9;1146;17;17;64;12;2;0;0;2
15029;2016-09-26;12:00:00;12;Montag;9;1384;16.5;16.5;68;10;2;0;0;2
15030;2016-09-26;13:00:00;13;Montag;9;1267;18;18;60;16;2;0;0;2
15031;2016-09-26;14:00:00;14;Montag;9;1305;18;18;56;19;2;0;0;2
15032;2016-09-26;15:00:00;15;Montag;9;1556;19;19;49;16;2;0;0;2
15033;2016-09-26;16:00:00;16;Montag;9;2125;18.5;18.5;50.5;17;2;0;0;2
15034;2016-09-26;17:00:00;17;Montag;9;4338;18.5;18.5;54;16;2;0;0;2
15035;2016-09-26;18:00:00;18;Montag;9;4346;17.5;17.5;62;15;2;0;0;2
15036;2016-09-26;19:00:00;19;Montag;9;2254;16.5;16.5;66;8;1;0;0;2
15037;2016-09-26;20:00:00;20;Montag;9;1294;16;16;72;9;1;0;0;2
15038;2016-09-26;21:00:00;21;Montag;9;873;14.5;14.5;77;7;1;0;0;2
15039;2016-09-26;22:00:00;22;Montag;9;657;14;14;77;6;1;0;0;2
15040;2016-09-26;23:00:00;23;Montag;9;378;13;13;82;7;1;0;0;2
15041;2016-09-27;00:00:00;0;Dienstag;9;161;13;13;85;7;1;0;0;2
15042;2016-09-27;01:00:00;1;Dienstag;9;121;13;13;85;6.5;1;0;0;2
15043;2016-09-27;02:00:00;2;Dienstag;9;52;13;13;85;6.5;1;0;0;2
15044;2016-09-27;03:00:00;3;Dienstag;9;53;15;15;70.5;9.5;1;0;0;2
15045;2016-09-27;04:00:00;4;Dienstag;9;53;15.5;15.5;63.5;11;1;0;0;2
15046;2016-09-27;05:00:00;5;Dienstag;9;146;14.5;14.5;70;13;1;0;0;2
15047;2016-09-27;06:00:00;6;Dienstag;9;883;14.5;14.5;74.5;10;2;0;0;2
15048;2016-09-27;07:00:00;7;Dienstag;9;2710;15.5;15.5;74.5;9;3;0;0;2
15049;2016-09-27;08:00:00;8;Dienstag;9;5023;17;17;73;14;2;0;0;2
15050;2016-09-27;09:00:00;9;Dienstag;9;2479;18;18;66;21.5;3;0;0;2
15051;2016-09-27;10:00:00;10;Dienstag;9;1233;19;19;64;23;3;0;0;2
15052;2016-09-27;11:00:00;11;Dienstag;9;1150;19;19;64;27;3;0;0;2
15053;2016-09-27;12:00:00;12;Dienstag;9;1447;18.5;18.5;70.5;23;3;0;0;2
15054;2016-09-27;13:00:00;13;Dienstag;9;1399;18;18;78;20;3;0;0;2
15055;2016-09-27;14:00:00;14;Dienstag;9;1374;19;19;78;22;3;0;0;2
15056;2016-09-27;15:00:00;15;Dienstag;9;1531;19;19;80.5;20.5;4;0;0;2
15057;2016-09-27;16:00:00;16;Dienstag;9;2014;20;20;73;19.5;3;0;0;2
15058;2016-09-27;17:00:00;17;Dienstag;9;4195;19;19;78;21;3;0;0;2
15059;2016-09-27;18:00:00;18;Dienstag;9;3961;19;19;78;18;2;0;0;2
15060;2016-09-27;19:00:00;19;Dienstag;9;2301;19;19;78;19;3;0;0;2
15061;2016-09-27;20:00:00;20;Dienstag;9;1316;18.5;18.5;80.5;16;3;0;0;2
15062;2016-09-27;21:00:00;21;Dienstag;9;1004;18;18;83;12;3;0;0;2
15063;2016-09-27;22:00:00;22;Dienstag;9;710;18;18;83;11;4;0;0;2
15064;2016-09-27;23:00:00;23;Dienstag;9;435;17.5;17.5;85.5;15;3;0;0;2
15065;2016-09-28;00:00:00;0;Mittwoch;9;236;17;17;83;15;2;0;0;2
15066;2016-09-28;01:00:00;1;Mittwoch;9;149;16;16;91;15;2;0;0;2
15067;2016-09-28;02:00:00;2;Mittwoch;9;73;15.5;15.5;88;20.5;2;0;0;2
15068;2016-09-28;03:00:00;3;Mittwoch;9;54;14.5;14.5;85;25;2;0;0;2
15069;2016-09-28;04:00:00;4;Mittwoch;9;54;14;14;82;22;3;0;0;2
15070;2016-09-28;05:00:00;5;Mittwoch;9;147;14;14;88;20.5;3;0;0;2
15071;2016-09-28;06:00:00;6;Mittwoch;9;858;14;14;82;19.5;2;0;0;2
15072;2016-09-28;07:00:00;7;Mittwoch;9;2802;14;14;82;15;2;0;0;2
15073;2016-09-28;08:00:00;8;Mittwoch;9;4967;14.5;14.5;79.5;23;1;0;0;2
15074;2016-09-28;09:00:00;9;Mittwoch;9;2607;16.5;16.5;70;24;1;0;0;2
15075;2016-09-28;10:00:00;10;Mittwoch;9;1269;18.5;18.5;62;21;1;0;0;2
15076;2016-09-28;11:00:00;11;Mittwoch;9;1266;20;20;60.5;23;2;0;0;2
15077;2016-09-28;12:00:00;12;Mittwoch;9;1700;21;21;57;25;2;0;0;2
15078;2016-09-28;13:00:00;13;Mittwoch;9;1706;21.5;21.5;58.5;25;2;0;0;2
15079;2016-09-28;14:00:00;14;Mittwoch;9;1545;21.5;21.5;62.5;25;2;0;0;2
15080;2016-09-28;15:00:00;15;Mittwoch;9;1758;23.5;23.5;59;26;2;0;0;2
15081;2016-09-28;16:00:00;16;Mittwoch;9;2397;22.5;22.5;65;20;3;0;0;2
